16500.0000	0.000
16609.7561	0.495
16719.5122	0.831
16829.2683	1.168
16939.0244	1.504
17048.7805	1.873
17158.5366	2.216
17268.2927	2.470
17378.0488	2.470
17487.8049	2.470
17597.5610	2.517
17707.3171	2.517
17817.0732	2.517
17926.8293	2.518
18036.5854	2.515
18146.3415	2.514
18256.0976	2.514
18365.8537	2.514
18475.6098	2.514
18585.3659	2.552
18695.1220	2.552
18804.8780	2.552
18914.6341	2.552
19024.3902	2.565
19134.1463	2.566
19243.9024	2.566
19353.6585	2.567
19463.4146	2.569
21173.1707	2.596
21282.9268	2.578
21392.6829	2.276
21502.4390	1.670
21612.1951	1.349
21721.9512	1.050
21831.7073	0.751
21941.4634	0.452
22051.2195	0.153
22160.9756	0.000
