7499.	0
7500.	0.068806089
7558.536585	1.955492494
7617.073171	2.316795369
7675.609756	2.292029501
7734.146341	2.292237331
7792.682927	2.29391453
7851.219512	2.278643935
7909.756098	2.274652176
7968.292683	2.266292402
8026.829268	2.270973182
8085.365854	2.268236128
8143.902439	2.272028517
8202.439024	2.266436278
8260.97561	2.269789317
8319.512195	2.2620884
8378.04878	2.257970307
8436.585366	2.262710833
8495.121951	2.247237152
8553.658537	2.251485431
8612.195122	2.251750652
8670.731707	2.273244235
8729.268293	2.270474357
8787.804878	2.267379003
8846.341463	2.265301218
8904.878049	2.263946296
8963.414634	2.25294122
9021.95122	2.257861824
9080.487805	2.25544487
9139.02439	2.254694551
9197.560976	2.253023829
9256.097561	2.25290668
9314.634146	2.2488109
9373.170732	2.245585301
9431.707317	2.235105199
9490.243902	2.231320288
9548.780488	2.2193177
9607.317073	2.214049919
9665.853659	2.117301179
9724.390244	0.049971329
9782.926829	0.000126068
9841.463415	-2.61555E-05
10000		0

