-2.000000000000000000e+01 1.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000000e+01 1.003334137327115627e+03 -1.582180306567257157e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.006679391125946381e+03 4.332637919876160880e-22 0.000000000000000000e+00
-2.000000000000000000e+01 1.010035798460337446e+03 8.167073864576189835e-22 0.000000000000000000e+00
-2.000000000000000000e+01 1.013403396517707165e+03 1.712009399758166128e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.016782222609462565e+03 4.483923719405107285e-22 0.000000000000000000e+00
-2.000000000000000000e+01 1.020172314171411358e+03 -1.027117425961103256e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.023573708764180310e+03 -2.122197069727851567e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.026986444073625080e+03 -2.963148534501391299e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.030410557911252681e+03 -3.540354231865682883e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.033846088214637803e+03 -6.956628297297873287e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.037293073047846747e+03 -7.392238391308424670e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.040751550601853978e+03 -4.357443145448587027e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.044221559194969132e+03 -2.091086262793819055e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.047703137273259017e+03 -1.519693156562441885e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.051196323410977811e+03 -6.393785972310568062e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.054701156310989063e+03 -4.459193896603935828e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.058217674805197703e+03 -4.148821370635845849e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.061745917854978188e+03 -6.034594186671006908e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.065285924551611060e+03 8.772686056145636601e-22 0.000000000000000000e+00
-2.000000000000000000e+01 1.068837734116709498e+03 6.803535815102937812e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.072401385902657694e+03 1.862361422265713685e-20 0.000000000000000000e+00
-2.000000000000000000e+01 1.075976919393045364e+03 3.910485728487805571e-23 0.000000000000000000e+00
-2.000000000000000000e+01 1.079564374203108628e+03 5.844062650063721735e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.083163790080163380e+03 -1.118702406379503107e-20 0.000000000000000000e+00
-2.000000000000000000e+01 1.086775206904049810e+03 -6.916688468121844991e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.090398664687571227e+03 -1.823887116946203086e-20 0.000000000000000000e+00
-2.000000000000000000e+01 1.094034203576943128e+03 -4.935828853100460457e-21 0.000000000000000000e+00
-2.000000000000000000e+01 1.097681863852230435e+03 -1.451386518920843548e-21 0.000000000000000000e+00
