16500	0.000
16609.7561	0.521
16719.5122	0.877
16829.26829	1.234
16939.02439	1.592
17048.78049	1.952
17158.53659	2.312
17268.29268	2.580
17378.04878	2.585
17487.80488	2.588
17597.56098	2.592
17707.31707	2.595
17817.07317	2.598
17926.82927	2.601
18036.58537	2.601
18146.34146	2.601
18256.09756	2.603
18365.85366	2.605
18475.60976	2.606
18585.36585	2.609
18695.12195	2.611
18804.87805	2.614
18914.63415	2.615
19024.39024	2.616
19134.14634	2.618
19243.90244	2.621
19353.65854	2.623
19463.41463	2.630
19573.17073	2.635
19682.92683	2.618
19792.68293	2.313
19902.43902	1.697
20012.19512	1.390
20121.95122	1.083
20231.70732	0.775
20341.46341	0.466
20451.21951	0.158
20560.97561	0.000
