9199.		0
9200.	0.204
9280.487805	0.743
9360.97561	1.282
9441.463415	1.819
9521.95122	2.139
9602.439024	2.138
9682.926829	2.137
9763.414634	2.136
9843.902439	2.135
9924.390244	2.134
10004.87805	2.133
10085.36585	2.138
10165.85366	2.147
10246.34146	2.153
10326.82927	2.162
10407.31707	2.168
10487.80488	2.177
10568.29268	2.184
10648.78049	2.194
10729.26829	2.205
10809.7561	2.213
10890.2439	2.225
10970.73171	2.233
11051.21951	2.244
11131.70732	2.252
11212.19512	2.264
11292.68293	2.273
11373.17073	2.286
11453.65854	2.294
11534.14634	2.306
11614.63415	2.319
11695.12195	2.328
11775.60976	2.242
11856.09756	1.791
11936.58537	1.338
12017.07317	0.879
12097.56098	0.883
12178.04878	0.418
12258.53659	0.000
