8878.04878	0.000
9170.731707	0.153
9463.414634	1.864
9756.097561	1.871
10048.78049	1.948
10341.46341	1.987
10634.14634	2.052
10926.82927	2.087
11219.5122	1.982
11512.19512	2.147
11804.87805	2.226
12097.56098	2.263
12390.2439	2.221
12682.92683	2.299
12975.60976	2.345
13268.29268	2.346
13560.97561	2.429
13853.65854	2.270
14146.34146	2.358
14439.02439	2.444
14731.70732	2.460
15024.39024	2.510
15317.07317	2.530
15609.7561	2.555
15902.43902	2.579
16195.12195	2.576
16487.80488	2.650
16780.4878	2.603
17073.17073	2.653
17365.85366	2.639
17658.53659	2.683
17951.21951	2.640
18243.90244	2.648
18536.58537	2.641
18829.26829	2.586
19121.95122	2.651
19414.63415	2.635
19707.31707	2.618
20000	0
